"date","inst","party","value","color"
2015-11-19,"GMS","cdu",39,"#373737"
2015-10-08,"GMS","cdu",40,"#373737"
2015-09-17,"GMS","cdu",42,"#373737"
2015-08-27,"GMS","cdu",42,"#373737"
2015-07-23,"GMS","cdu",42,"#373737"
2015-06-25,"GMS","cdu",42,"#373737"
2015-05-15,"GMS","cdu",41,"#373737"
2015-04-16,"GMS","cdu",42,"#373737"
2015-03-24,"GMS","cdu",42,"#373737"
2015-02-24,"GMS","cdu",42,"#373737"
2015-01-20,"GMS","cdu",42,"#373737"
2014-12-16,"GMS","cdu",42,"#373737"
2014-11-25,"GMS","cdu",42,"#373737"
2014-10-21,"GMS","cdu",41,"#373737"
2014-09-23,"GMS","cdu",41,"#373737"
2014-08-19,"GMS","cdu",41,"#373737"
2014-07-22,"GMS","cdu",40,"#373737"
2014-06-24,"GMS","cdu",39,"#373737"
2014-05-13,"GMS","cdu",41,"#373737"
2014-04-16,"GMS","cdu",41,"#373737"
2014-03-18,"GMS","cdu",41,"#373737"
2014-02-25,"GMS","cdu",41,"#373737"
2014-01-21,"GMS","cdu",42,"#373737"
2013-12-10,"GMS","cdu",43,"#373737"
2013-11-19,"GMS","cdu",41,"#373737"
2013-10-15,"GMS","cdu",42,"#373737"
2013-09-10,"GMS","cdu",40,"#373737"
2013-08-20,"GMS","cdu",41,"#373737"
2013-07-16,"GMS","cdu",41,"#373737"
2013-06-18,"GMS","cdu",41,"#373737"
2013-05-16,"GMS","cdu",40,"#373737"
2013-04-16,"GMS","cdu",42,"#373737"
2013-03-19,"GMS","cdu",40,"#373737"
2013-02-19,"GMS","cdu",40,"#373737"
2013-01-29,"GMS","cdu",42,"#373737"
2012-12-17,"GMS","cdu",40,"#373737"
2012-11-22,"GMS","cdu",37,"#373737"
2012-10-25,"GMS","cdu",38,"#373737"
2012-09-21,"GMS","cdu",38,"#373737"
2012-08-23,"GMS","cdu",36,"#373737"
2012-07-24,"GMS","cdu",35,"#373737"
2012-06-22,"GMS","cdu",34,"#373737"
2012-05-23,"GMS","cdu",33,"#373737"
2012-04-23,"GMS","cdu",35,"#373737"
2012-03-22,"GMS","cdu",37,"#373737"
2012-02-23,"GMS","cdu",38,"#373737"
2012-01-26,"GMS","cdu",36,"#373737"
2011-12-13,"GMS","cdu",34,"#373737"
2011-11-24,"GMS","cdu",34,"#373737"
2011-10-24,"GMS","cdu",33,"#373737"
2011-09-21,"GMS","cdu",33,"#373737"
2011-08-25,"GMS","cdu",34,"#373737"
2011-07-21,"GMS","cdu",32,"#373737"
2011-06-21,"GMS","cdu",33,"#373737"
2011-05-20,"GMS","cdu",33,"#373737"
2011-04-19,"GMS","cdu",33,"#373737"
2011-03-21,"GMS","cdu",34,"#373737"
2011-02-18,"GMS","cdu",34,"#373737"
2011-01-24,"GMS","cdu",34,"#373737"
2010-12-16,"GMS","cdu",33,"#373737"
2010-11-16,"GMS","cdu",32,"#373737"
2010-10-27,"GMS","cdu",32,"#373737"
2010-09-17,"GMS","cdu",31,"#373737"
2010-08-20,"GMS","cdu",31,"#373737"
2010-07-21,"GMS","cdu",32,"#373737"
2010-06-23,"GMS","cdu",32,"#373737"
2010-05-20,"GMS","cdu",33,"#373737"
2010-04-22,"GMS","cdu",35,"#373737"
2010-03-25,"GMS","cdu",34,"#373737"
2010-03-01,"GMS","cdu",35,"#373737"
2010-01-19,"GMS","cdu",35,"#373737"
2009-12-14,"GMS","cdu",35,"#373737"
2009-11-19,"GMS","cdu",35,"#373737"
2009-10-23,"GMS","cdu",35,"#373737"
2017-06-15,"Infratestdimap","cdu",39,"#373737"
2017-06-08,"Infratestdimap","cdu",38,"#373737"
2017-05-18,"Infratestdimap","cdu",38,"#373737"
2017-05-11,"Infratestdimap","cdu",37,"#373737"
2017-04-20,"Infratestdimap","cdu",35,"#373737"
2017-04-13,"Infratestdimap","cdu",34,"#373737"
2017-03-23,"Infratestdimap","cdu",32,"#373737"
2017-03-09,"Infratestdimap","cdu",32,"#373737"
2017-02-23,"Infratestdimap","cdu",31,"#373737"
2017-02-02,"Infratestdimap","cdu",34,"#373737"
2017-01-27,"Infratestdimap","cdu",35,"#373737"
2017-01-05,"Infratestdimap","cdu",37,"#373737"
2016-12-16,"Infratestdimap","cdu",36,"#373737"
2016-12-08,"Infratestdimap","cdu",35,"#373737"
2016-11-18,"Infratestdimap","cdu",32,"#373737"
2016-11-03,"Infratestdimap","cdu",33,"#373737"
2016-10-20,"Infratestdimap","cdu",33,"#373737"
2016-10-06,"Infratestdimap","cdu",33,"#373737"
2016-09-23,"Infratestdimap","cdu",32,"#373737"
2016-09-01,"Infratestdimap","cdu",33,"#373737"
2016-08-26,"Infratestdimap","cdu",33,"#373737"
2016-08-04,"Infratestdimap","cdu",34,"#373737"
2016-07-15,"Infratestdimap","cdu",33,"#373737"
2016-07-07,"Infratestdimap","cdu",34,"#373737"
2016-06-17,"Infratestdimap","cdu",31,"#373737"
2016-06-02,"Infratestdimap","cdu",32,"#373737"
2016-05-20,"Infratestdimap","cdu",32,"#373737"
2016-05-04,"Infratestdimap","cdu",33,"#373737"
2016-04-22,"Infratestdimap","cdu",33,"#373737"
2016-04-07,"Infratestdimap","cdu",34,"#373737"
2016-03-24,"Infratestdimap","cdu",34,"#373737"
2016-02-29,"Infratestdimap","cdu",36,"#373737"
2016-02-26,"Infratestdimap","cdu",37,"#373737"
2016-02-03,"Infratestdimap","cdu",35,"#373737"
2016-01-15,"Infratestdimap","cdu",37,"#373737"
2016-01-07,"Infratestdimap","cdu",39,"#373737"
2015-12-18,"Infratestdimap","cdu",38,"#373737"
2015-12-03,"Infratestdimap","cdu",37,"#373737"
2015-11-20,"Infratestdimap","cdu",37,"#373737"
2015-11-05,"Infratestdimap","cdu",37,"#373737"
2015-10-23,"Infratestdimap","cdu",38,"#373737"
2015-10-01,"Infratestdimap","cdu",40,"#373737"
2015-09-11,"Infratestdimap","cdu",42,"#373737"
2015-09-03,"Infratestdimap","cdu",42,"#373737"
2015-08-14,"Infratestdimap","cdu",42,"#373737"
2015-07-30,"Infratestdimap","cdu",42,"#373737"
2015-07-17,"Infratestdimap","cdu",41,"#373737"
2015-07-02,"Infratestdimap","cdu",40,"#373737"
2015-06-19,"Infratestdimap","cdu",40,"#373737"
2015-06-03,"Infratestdimap","cdu",40,"#373737"
2015-05-21,"Infratestdimap","cdu",41,"#373737"
2015-05-07,"Infratestdimap","cdu",40,"#373737"
2015-04-24,"Infratestdimap","cdu",41,"#373737"
2015-04-02,"Infratestdimap","cdu",41,"#373737"
2015-03-13,"Infratestdimap","cdu",41,"#373737"
2015-03-05,"Infratestdimap","cdu",41,"#373737"
2015-02-13,"Infratestdimap","cdu",42,"#373737"
2015-02-05,"Infratestdimap","cdu",41,"#373737"
2015-01-16,"Infratestdimap","cdu",41,"#373737"
2015-01-08,"Infratestdimap","cdu",41,"#373737"
2014-12-19,"Infratestdimap","cdu",42,"#373737"
2014-12-04,"Infratestdimap","cdu",40,"#373737"
2014-11-21,"Infratestdimap","cdu",41,"#373737"
2014-11-06,"Infratestdimap","cdu",41,"#373737"
2014-10-24,"Infratestdimap","cdu",40,"#373737"
2014-10-02,"Infratestdimap","cdu",41,"#373737"
2014-09-26,"Infratestdimap","cdu",39,"#373737"
2014-09-04,"Infratestdimap","cdu",40,"#373737"
2014-08-29,"Infratestdimap","cdu",42,"#373737"
2014-08-07,"Infratestdimap","cdu",41,"#373737"
2014-07-18,"Infratestdimap","cdu",40,"#373737"
2014-07-03,"Infratestdimap","cdu",39,"#373737"
2014-06-20,"Infratestdimap","cdu",39,"#373737"
2014-06-05,"Infratestdimap","cdu",38,"#373737"
2014-05-16,"Infratestdimap","cdu",39,"#373737"
2014-04-30,"Infratestdimap","cdu",40,"#373737"
2014-04-25,"Infratestdimap","cdu",41,"#373737"
2014-04-03,"Infratestdimap","cdu",41,"#373737"
2014-03-28,"Infratestdimap","cdu",41,"#373737"
2014-03-06,"Infratestdimap","cdu",42,"#373737"
2014-02-28,"Infratestdimap","cdu",40,"#373737"
2014-02-06,"Infratestdimap","cdu",41,"#373737"
2014-01-31,"Infratestdimap","cdu",42,"#373737"
2014-01-09,"Infratestdimap","cdu",41,"#373737"
2013-12-20,"Infratestdimap","cdu",42,"#373737"
2013-12-05,"Infratestdimap","cdu",43,"#373737"
2013-11-22,"Infratestdimap","cdu",42,"#373737"
2013-11-07,"Infratestdimap","cdu",42,"#373737"
2013-10-25,"Infratestdimap","cdu",40,"#373737"
2013-10-10,"Infratestdimap","cdu",42,"#373737"
2017-06-27,"INSA","cdu",37,"#373737"
2017-06-20,"INSA","cdu",36.5,"#373737"
2017-06-12,"INSA","cdu",37.5,"#373737"
2017-06-06,"INSA","cdu",38,"#373737"
2017-05-29,"INSA","cdu",35.5,"#373737"
2017-05-22,"INSA","cdu",36.5,"#373737"
2017-05-16,"INSA","cdu",36,"#373737"
2017-05-09,"INSA","cdu",35,"#373737"
2017-05-02,"INSA","cdu",34,"#373737"
2017-04-25,"INSA","cdu",34,"#373737"
2017-04-19,"INSA","cdu",34,"#373737"
2017-04-10,"INSA","cdu",33,"#373737"
2017-04-03,"INSA","cdu",32,"#373737"
2017-03-27,"INSA","cdu",32,"#373737"
2017-03-20,"INSA","cdu",31,"#373737"
2017-03-13,"INSA","cdu",31,"#373737"
2017-03-07,"INSA","cdu",30.5,"#373737"
2017-02-28,"INSA","cdu",30.5,"#373737"
2017-02-21,"INSA","cdu",31.5,"#373737"
2017-02-13,"INSA","cdu",30,"#373737"
2017-02-06,"INSA","cdu",30,"#373737"
2017-01-30,"INSA","cdu",32.5,"#373737"
2017-01-23,"INSA","cdu",32.5,"#373737"
2017-01-17,"INSA","cdu",33.5,"#373737"
2017-01-09,"INSA","cdu",32,"#373737"
2017-01-03,"INSA","cdu",32,"#373737"
2016-12-23,"INSA","cdu",31.5,"#373737"
2016-12-20,"INSA","cdu",33,"#373737"
2016-12-13,"INSA","cdu",32,"#373737"
2016-12-06,"INSA","cdu",32,"#373737"
2016-11-28,"INSA","cdu",32.5,"#373737"
2016-11-22,"INSA","cdu",31.5,"#373737"
2016-11-14,"INSA","cdu",30,"#373737"
2016-11-08,"INSA","cdu",30.5,"#373737"
2016-11-02,"INSA","cdu",30.5,"#373737"
2016-10-25,"INSA","cdu",30.5,"#373737"
2016-10-18,"INSA","cdu",29.5,"#373737"
2016-10-10,"INSA","cdu",29.5,"#373737"
2016-10-05,"INSA","cdu",30,"#373737"
2016-09-27,"INSA","cdu",30,"#373737"
2016-09-19,"INSA","cdu",30,"#373737"
2016-09-13,"INSA","cdu",30.5,"#373737"
2016-09-05,"INSA","cdu",30.5,"#373737"
2016-08-30,"INSA","cdu",30.5,"#373737"
2016-08-23,"INSA","cdu",31,"#373737"
2016-08-16,"INSA","cdu",31,"#373737"
2016-08-09,"INSA","cdu",31.5,"#373737"
2016-08-02,"INSA","cdu",31.5,"#373737"
2016-07-26,"INSA","cdu",31.5,"#373737"
2016-07-19,"INSA","cdu",32,"#373737"
2016-07-11,"INSA","cdu",31,"#373737"
2016-07-04,"INSA","cdu",30,"#373737"
2016-06-27,"INSA","cdu",30,"#373737"
2016-06-20,"INSA","cdu",31,"#373737"
2016-06-13,"INSA","cdu",30,"#373737"
2016-06-06,"INSA","cdu",30,"#373737"
2016-05-31,"INSA","cdu",30,"#373737"
2016-05-23,"INSA","cdu",30.5,"#373737"
2016-05-17,"INSA","cdu",30.5,"#373737"
2016-05-09,"INSA","cdu",30.5,"#373737"
2016-05-02,"INSA","cdu",32,"#373737"
2016-04-25,"INSA","cdu",31,"#373737"
2016-04-18,"INSA","cdu",31.5,"#373737"
2016-04-11,"INSA","cdu",31.5,"#373737"
2016-04-04,"INSA","cdu",32,"#373737"
2016-03-29,"INSA","cdu",32,"#373737"
2016-03-21,"INSA","cdu",33,"#373737"
2016-03-14,"INSA","cdu",32,"#373737"
2016-03-08,"INSA","cdu",32.5,"#373737"
2016-02-29,"INSA","cdu",32.5,"#373737"
2016-02-22,"INSA","cdu",32.5,"#373737"
2016-02-15,"INSA","cdu",32.5,"#373737"
2016-02-09,"INSA","cdu",32.5,"#373737"
2016-02-01,"INSA","cdu",33,"#373737"
2016-01-25,"INSA","cdu",32.5,"#373737"
2016-01-18,"INSA","cdu",32.5,"#373737"
2016-01-11,"INSA","cdu",35,"#373737"
2016-01-04,"INSA","cdu",36,"#373737"
2015-12-21,"INSA","cdu",35.5,"#373737"
2015-12-14,"INSA","cdu",35,"#373737"
2015-12-08,"INSA","cdu",35,"#373737"
2015-11-30,"INSA","cdu",34.5,"#373737"
2015-11-23,"INSA","cdu",34.5,"#373737"
2015-11-16,"INSA","cdu",35,"#373737"
2015-11-09,"INSA","cdu",34,"#373737"
2015-11-02,"INSA","cdu",35.5,"#373737"
2015-10-27,"INSA","cdu",35,"#373737"
2015-10-19,"INSA","cdu",37,"#373737"
2015-10-12,"INSA","cdu",38,"#373737"
2015-10-06,"INSA","cdu",39,"#373737"
2015-09-28,"INSA","cdu",38.5,"#373737"
2015-09-21,"INSA","cdu",39.5,"#373737"
2015-09-14,"INSA","cdu",40,"#373737"
2015-09-08,"INSA","cdu",41.5,"#373737"
2015-08-31,"INSA","cdu",41.5,"#373737"
2015-08-26,"INSA","cdu",42,"#373737"
2015-08-17,"INSA","cdu",41,"#373737"
2015-08-11,"INSA","cdu",42.5,"#373737"
2015-08-03,"INSA","cdu",43,"#373737"
2015-07-28,"INSA","cdu",41.5,"#373737"
2015-07-20,"INSA","cdu",42,"#373737"
2015-07-13,"INSA","cdu",42,"#373737"
2015-07-07,"INSA","cdu",43,"#373737"
2015-06-30,"INSA","cdu",39.5,"#373737"
2015-06-23,"INSA","cdu",40,"#373737"
2015-06-15,"INSA","cdu",41,"#373737"
2015-06-10,"INSA","cdu",40,"#373737"
2015-06-01,"INSA","cdu",41,"#373737"
2015-05-27,"INSA","cdu",41,"#373737"
2015-05-19,"INSA","cdu",40.5,"#373737"
2015-05-13,"INSA","cdu",41.5,"#373737"
2015-05-04,"INSA","cdu",41,"#373737"
2015-04-27,"INSA","cdu",40.5,"#373737"
2015-04-21,"INSA","cdu",41,"#373737"
2015-04-14,"INSA","cdu",41,"#373737"
2015-04-09,"INSA","cdu",42,"#373737"
2015-03-31,"INSA","cdu",43,"#373737"
2015-03-24,"INSA","cdu",41,"#373737"
2015-03-17,"INSA","cdu",41,"#373737"
2015-03-11,"INSA","cdu",41,"#373737"
2015-03-02,"INSA","cdu",41,"#373737"
2015-02-24,"INSA","cdu",41,"#373737"
2015-02-18,"INSA","cdu",42,"#373737"
2015-02-10,"INSA","cdu",40.5,"#373737"
2015-02-02,"INSA","cdu",41,"#373737"
2015-01-26,"INSA","cdu",42,"#373737"
2015-01-20,"INSA","cdu",42,"#373737"
2015-01-15,"INSA","cdu",43,"#373737"
2015-01-06,"INSA","cdu",42.5,"#373737"
2014-12-16,"INSA","cdu",41.5,"#373737"
2014-12-11,"INSA","cdu",41,"#373737"
2014-12-02,"INSA","cdu",41.5,"#373737"
2014-11-24,"INSA","cdu",41,"#373737"
2014-11-17,"INSA","cdu",40,"#373737"
2014-11-11,"INSA","cdu",41,"#373737"
2014-11-05,"INSA","cdu",41,"#373737"
2014-10-28,"INSA","cdu",41,"#373737"
2014-10-21,"INSA","cdu",40.5,"#373737"
2014-10-13,"INSA","cdu",40,"#373737"
2014-10-07,"INSA","cdu",39,"#373737"
2014-09-29,"INSA","cdu",38.5,"#373737"
2014-09-24,"INSA","cdu",39.5,"#373737"
2014-09-16,"INSA","cdu",39,"#373737"
2014-09-10,"INSA","cdu",39.5,"#373737"
2014-09-02,"INSA","cdu",40,"#373737"
2014-08-27,"INSA","cdu",42,"#373737"
2014-08-20,"INSA","cdu",41,"#373737"
2014-08-13,"INSA","cdu",42,"#373737"
2014-08-05,"INSA","cdu",41,"#373737"
2014-07-29,"INSA","cdu",40,"#373737"
2014-07-23,"INSA","cdu",41,"#373737"
2014-07-14,"INSA","cdu",40,"#373737"
2014-07-08,"INSA","cdu",40,"#373737"
2014-06-30,"INSA","cdu",41,"#373737"
2014-06-23,"INSA","cdu",40.5,"#373737"
2014-06-16,"INSA","cdu",39.5,"#373737"
2014-06-11,"INSA","cdu",39,"#373737"
2014-06-03,"INSA","cdu",38,"#373737"
2014-05-27,"INSA","cdu",39,"#373737"
2014-05-19,"INSA","cdu",40,"#373737"
2014-05-13,"INSA","cdu",40,"#373737"
2014-05-05,"INSA","cdu",41,"#373737"
2014-04-29,"INSA","cdu",41.5,"#373737"
2014-04-23,"INSA","cdu",41,"#373737"
2014-04-14,"INSA","cdu",40.5,"#373737"
2014-04-08,"INSA","cdu",41,"#373737"
2014-04-01,"INSA","cdu",41,"#373737"
2014-03-26,"INSA","cdu",41,"#373737"
2014-03-19,"INSA","cdu",40.5,"#373737"
2014-03-11,"INSA","cdu",41,"#373737"
2014-03-04,"INSA","cdu",41,"#373737"
2014-02-25,"INSA","cdu",40.5,"#373737"
2014-02-17,"INSA","cdu",41,"#373737"
2014-02-11,"INSA","cdu",41,"#373737"
2014-02-03,"INSA","cdu",41.5,"#373737"
2014-01-27,"INSA","cdu",41,"#373737"
2014-01-22,"INSA","cdu",41,"#373737"
2014-01-13,"INSA","cdu",41,"#373737"
2014-01-06,"INSA","cdu",41.5,"#373737"
2013-12-17,"INSA","cdu",42,"#373737"
2013-12-09,"INSA","cdu",42,"#373737"
2013-12-03,"INSA","cdu",42.5,"#373737"
2013-11-27,"INSA","cdu",40.5,"#373737"
2013-11-20,"INSA","cdu",41,"#373737"
2013-11-12,"INSA","cdu",42,"#373737"
2013-11-06,"INSA","cdu",42,"#373737"
2013-10-30,"INSA","cdu",42,"#373737"
2013-10-21,"INSA","cdu",43,"#373737"
2013-10-15,"INSA","cdu",42,"#373737"
2013-10-10,"INSA","cdu",43,"#373737"
2017-06-20,"Allensbach","spd",24,"#DB4240"
2017-05-26,"Allensbach","spd",26,"#DB4240"
2017-04-25,"Allensbach","spd",31,"#DB4240"
2017-03-28,"Allensbach","spd",33,"#DB4240"
2017-02-22,"Allensbach","spd",30.5,"#DB4240"
2017-01-26,"Allensbach","spd",23,"#DB4240"
2016-12-22,"Allensbach","spd",22,"#DB4240"
2016-11-16,"Allensbach","spd",23,"#DB4240"
2016-10-20,"Allensbach","spd",22,"#DB4240"
2016-09-22,"Allensbach","spd",24,"#DB4240"
2016-08-24,"Allensbach","spd",23,"#DB4240"
2016-07-21,"Allensbach","spd",22.5,"#DB4240"
2016-06-15,"Allensbach","spd",21,"#DB4240"
2016-05-17,"Allensbach","spd",21,"#DB4240"
2016-04-20,"Allensbach","spd",23,"#DB4240"
2016-03-18,"Allensbach","spd",24.5,"#DB4240"
2016-02-17,"Allensbach","spd",24,"#DB4240"
2016-01-26,"Allensbach","spd",25,"#DB4240"
2015-12-16,"Allensbach","spd",26,"#DB4240"
2015-11-19,"Allensbach","spd",26,"#DB4240"
2015-10-20,"Allensbach","spd",26,"#DB4240"
2015-09-16,"Allensbach","spd",25.5,"#DB4240"
2015-08-19,"Allensbach","spd",26,"#DB4240"
2015-07-16,"Allensbach","spd",25.5,"#DB4240"
2015-06-18,"Allensbach","spd",26,"#DB4240"
2015-05-21,"Allensbach","spd",25.5,"#DB4240"
2015-04-16,"Allensbach","spd",26.5,"#DB4240"
2015-03-19,"Allensbach","spd",26,"#DB4240"
2015-02-19,"Allensbach","spd",25.5,"#DB4240"
2015-01-28,"Allensbach","spd",25,"#DB4240"
2014-12-17,"Allensbach","spd",26,"#DB4240"
2014-11-19,"Allensbach","spd",27,"#DB4240"
2014-10-21,"Allensbach","spd",26,"#DB4240"
2014-09-17,"Allensbach","spd",25.5,"#DB4240"
2014-08-20,"Allensbach","spd",26.5,"#DB4240"
2014-07-16,"Allensbach","spd",25,"#DB4240"
2014-06-20,"Allensbach","spd",26,"#DB4240"
2014-05-14,"Allensbach","spd",26,"#DB4240"
2014-04-16,"Allensbach","spd",26.5,"#DB4240"
2014-03-19,"Allensbach","spd",25,"#DB4240"
2014-02-20,"Allensbach","spd",26.5,"#DB4240"
2014-01-29,"Allensbach","spd",26,"#DB4240"
2013-12-19,"Allensbach","spd",25.5,"#DB4240"
2013-11-27,"Allensbach","spd",26.5,"#DB4240"
2013-10-23,"Allensbach","spd",25,"#DB4240"
2017-06-24,"Emnid","spd",24,"#DB4240"
2017-06-17,"Emnid","spd",25,"#DB4240"
2017-06-10,"Emnid","spd",25,"#DB4240"
2017-06-03,"Emnid","spd",27,"#DB4240"
2017-05-27,"Emnid","spd",25,"#DB4240"
2017-05-20,"Emnid","spd",26,"#DB4240"
2017-05-13,"Emnid","spd",27,"#DB4240"
2017-05-06,"Emnid","spd",28,"#DB4240"
2017-04-29,"Emnid","spd",29,"#DB4240"
2017-04-22,"Emnid","spd",31,"#DB4240"
2017-04-15,"Emnid","spd",31,"#DB4240"
2017-04-08,"Emnid","spd",33,"#DB4240"
2017-04-01,"Emnid","spd",33,"#DB4240"
2017-03-25,"Emnid","spd",33,"#DB4240"
2017-03-18,"Emnid","spd",32,"#DB4240"
2017-03-11,"Emnid","spd",33,"#DB4240"
2017-03-04,"Emnid","spd",32,"#DB4240"
2017-02-25,"Emnid","spd",32,"#DB4240"
2017-02-18,"Emnid","spd",33,"#DB4240"
2017-02-11,"Emnid","spd",32,"#DB4240"
2017-02-04,"Emnid","spd",29,"#DB4240"
2017-01-28,"Emnid","spd",23,"#DB4240"
2017-01-21,"Emnid","spd",21,"#DB4240"
2017-01-14,"Emnid","spd",21,"#DB4240"
2017-01-07,"Emnid","spd",22,"#DB4240"
2016-12-24,"Emnid","spd",21,"#DB4240"
2016-12-17,"Emnid","spd",22,"#DB4240"
2016-12-10,"Emnid","spd",22,"#DB4240"
2016-12-03,"Emnid","spd",22,"#DB4240"
2016-11-26,"Emnid","spd",23,"#DB4240"
2016-11-19,"Emnid","spd",24,"#DB4240"
2016-11-12,"Emnid","spd",23,"#DB4240"
2016-11-05,"Emnid","spd",22,"#DB4240"
2016-10-29,"Emnid","spd",23,"#DB4240"
2016-10-22,"Emnid","spd",23,"#DB4240"
2016-10-15,"Emnid","spd",24,"#DB4240"
2016-10-08,"Emnid","spd",23,"#DB4240"
2016-10-01,"Emnid","spd",23,"#DB4240"
2016-09-24,"Emnid","spd",23,"#DB4240"
2016-09-17,"Emnid","spd",24,"#DB4240"
2016-09-10,"Emnid","spd",23,"#DB4240"
2016-09-03,"Emnid","spd",23,"#DB4240"
2016-08-27,"Emnid","spd",22,"#DB4240"
2016-08-20,"Emnid","spd",23,"#DB4240"
2016-08-13,"Emnid","spd",22,"#DB4240"
2016-08-06,"Emnid","spd",22,"#DB4240"
2016-07-30,"Emnid","spd",23,"#DB4240"
2016-07-23,"Emnid","spd",23,"#DB4240"
2016-07-16,"Emnid","spd",24,"#DB4240"
2016-07-09,"Emnid","spd",23,"#DB4240"
2016-07-02,"Emnid","spd",23,"#DB4240"
2016-06-25,"Emnid","spd",23,"#DB4240"
2016-06-18,"Emnid","spd",22,"#DB4240"
2016-06-11,"Emnid","spd",21,"#DB4240"
2016-06-04,"Emnid","spd",22,"#DB4240"
2016-05-28,"Emnid","spd",21,"#DB4240"
2016-05-21,"Emnid","spd",22,"#DB4240"
2016-05-14,"Emnid","spd",23,"#DB4240"
2016-05-07,"Emnid","spd",22,"#DB4240"
2016-04-30,"Emnid","spd",22,"#DB4240"
2016-04-23,"Emnid","spd",22,"#DB4240"
2016-04-16,"Emnid","spd",22,"#DB4240"
2016-04-09,"Emnid","spd",22,"#DB4240"
2016-04-02,"Emnid","spd",22,"#DB4240"
2016-03-26,"Emnid","spd",22,"#DB4240"
2016-03-19,"Emnid","spd",22,"#DB4240"
2016-03-12,"Emnid","spd",24,"#DB4240"
2016-03-05,"Emnid","spd",24,"#DB4240"
2016-02-27,"Emnid","spd",24,"#DB4240"
2016-02-20,"Emnid","spd",24,"#DB4240"
2016-02-13,"Emnid","spd",24,"#DB4240"
2016-02-06,"Emnid","spd",24,"#DB4240"
2016-01-30,"Emnid","spd",24,"#DB4240"
2016-01-23,"Emnid","spd",25,"#DB4240"
2016-01-16,"Emnid","spd",24,"#DB4240"
2016-01-09,"Emnid","spd",23,"#DB4240"
2015-12-26,"Emnid","spd",24,"#DB4240"
2015-12-19,"Emnid","spd",25,"#DB4240"
2015-12-12,"Emnid","spd",26,"#DB4240"
2015-12-05,"Emnid","spd",25,"#DB4240"
2015-11-28,"Emnid","spd",25,"#DB4240"
2015-11-21,"Emnid","spd",26,"#DB4240"
2015-11-14,"Emnid","spd",25,"#DB4240"
2015-11-07,"Emnid","spd",26,"#DB4240"
2015-10-31,"Emnid","spd",25,"#DB4240"
2015-10-24,"Emnid","spd",26,"#DB4240"
2015-10-17,"Emnid","spd",26,"#DB4240"
2015-10-10,"Emnid","spd",25,"#DB4240"
2015-10-03,"Emnid","spd",25,"#DB4240"
2015-09-26,"Emnid","spd",25,"#DB4240"
2015-09-19,"Emnid","spd",24,"#DB4240"
2015-09-12,"Emnid","spd",25,"#DB4240"
2015-09-05,"Emnid","spd",24,"#DB4240"
2015-08-29,"Emnid","spd",24,"#DB4240"
2015-08-22,"Emnid","spd",24,"#DB4240"
2015-08-16,"Emnid","spd",24,"#DB4240"
2015-08-08,"Emnid","spd",24,"#DB4240"
2015-08-01,"Emnid","spd",24,"#DB4240"
2015-07-25,"Emnid","spd",24,"#DB4240"
2015-07-18,"Emnid","spd",25,"#DB4240"
2015-07-12,"Emnid","spd",26,"#DB4240"
2015-07-04,"Emnid","spd",24,"#DB4240"
2015-06-27,"Emnid","spd",24,"#DB4240"
2015-06-20,"Emnid","spd",25,"#DB4240"
2015-06-13,"Emnid","spd",25,"#DB4240"
2015-06-06,"Emnid","spd",25,"#DB4240"
2015-05-30,"Emnid","spd",25,"#DB4240"
2015-05-23,"Emnid","spd",26,"#DB4240"
2015-05-16,"Emnid","spd",25,"#DB4240"
2015-05-09,"Emnid","spd",25,"#DB4240"
2015-05-03,"Emnid","spd",25,"#DB4240"
2015-04-25,"Emnid","spd",25,"#DB4240"
2015-04-18,"Emnid","spd",25,"#DB4240"
2015-04-11,"Emnid","spd",25,"#DB4240"
2015-04-04,"Emnid","spd",25,"#DB4240"
2015-03-28,"Emnid","spd",25,"#DB4240"
2015-03-21,"Emnid","spd",24,"#DB4240"
2015-03-14,"Emnid","spd",24,"#DB4240"
2015-03-07,"Emnid","spd",25,"#DB4240"
2015-02-28,"Emnid","spd",25,"#DB4240"
2015-02-21,"Emnid","spd",26,"#DB4240"
2015-02-14,"Emnid","spd",25,"#DB4240"
2015-02-07,"Emnid","spd",26,"#DB4240"
2015-01-31,"Emnid","spd",25,"#DB4240"
2015-01-24,"Emnid","spd",25,"#DB4240"
2015-01-17,"Emnid","spd",24,"#DB4240"
2015-01-10,"Emnid","spd",24,"#DB4240"
2014-12-20,"Emnid","spd",25,"#DB4240"
2014-12-14,"Emnid","spd",25,"#DB4240"
2014-12-07,"Emnid","spd",26,"#DB4240"
2014-11-30,"Emnid","spd",25,"#DB4240"
2014-11-22,"Emnid","spd",25,"#DB4240"
2014-11-16,"Emnid","spd",24,"#DB4240"
2014-11-09,"Emnid","spd",25,"#DB4240"
2014-11-02,"Emnid","spd",25,"#DB4240"
2014-10-26,"Emnid","spd",25,"#DB4240"
2014-10-19,"Emnid","spd",24,"#DB4240"
2014-10-11,"Emnid","spd",24,"#DB4240"
2014-10-05,"Emnid","spd",24,"#DB4240"
2014-09-28,"Emnid","spd",25,"#DB4240"
2014-09-21,"Emnid","spd",25,"#DB4240"
2014-09-14,"Emnid","spd",25,"#DB4240"
2014-09-07,"Emnid","spd",25,"#DB4240"
2014-08-31,"Emnid","spd",26,"#DB4240"
